item_key,model,pew_dist,argyle_n_valid,argyle_p_hat,tv_argyle,ppa_n_valid,ppa_p_hat,tv_ppa,describe_raw,tv_describe,describe_parse
RACESURV5i_W43,qwen25-instruct,"[0.4184634072274522, 0.26632250227755844, 0.06225326450045551, 0.02459763133920437, 0.22836319465532948]",100,"[0.25, 0.7, 0.05, 0.0, 0.0]",0.4336774977224415,99,"[0.1111111111111111, 0.43434343434343436, 0.15151515151515152, 0.09090909090909091, 0.21212121212121213]",0.3235942786504584,"To estimate the distribution of responses to this survey item, we can make an educated guess based on general societal perceptions and trends. Here’s a plausible distribution:

- Option 1 (Helps a lot): 5%
- Option 2 (Helps a little): 20%
- Option 3 (Hurts a little): 25%
- Option 4 (Hurts a lot): 10%
- Option 5 (Neither helps nor hurts): 40%

This distribution reflects that many might believe ther",0.4347859095050106,
RACESURV5j_W43,qwen25-instruct,"[0.07145028884159318, 0.15171784737002128, 0.4262693827911219, 0.12161751292186075, 0.22894496807540285]",100,"[0.0, 0.24, 0.76, 0.0, 0.0]",0.4220127698388568,100,"[0.01, 0.12, 0.58, 0.15, 0.14]",0.1821131042870172,"To estimate the distribution of responses to this Pew survey item, we can make an educated guess based on general trends and public opinion data. Here’s a plausible distribution:

- Option 1 (Helps a lot): 10%
- Option 2 (Helps a little): 20%
- Option 3 (Hurts a little): 15%
- Option 4 (Hurts a lot): 5%
- Option 5 (Neither helps nor hurts): 50%

This distribution reflects that many people might be",0.3478868957129827,
RACESURV5k_W43,qwen25-instruct,"[0.018793573810245528, 0.023340406183692028, 0.18945134889360413, 0.6877841770233404, 0.08063049408911792]",100,"[0.0, 0.0, 0.0, 1.0, 0.0]",0.3122158229766596,100,"[0.0, 0.0, 0.0, 1.0, 0.0]",0.3122158229766596,"To estimate the distribution of responses to this Pew survey item, we can make an educated guess based on typical survey results and public opinion trends. Here’s a plausible distribution:

- Option 1 (Helps a lot): 5%
- Option 2 (Helps a little): 15%
- Option 3 (Hurts a little): 30%
- Option 4 (Hurts a lot): 25%
- Option 5 (Neither helps nor hurts): 35%

This distribution reflects that many peopl",0.460511449750613,
RACESURV5l_W43,qwen25-instruct,"[0.8072837632776935, 0.09408194233687406, 0.014871016691957511, 0.01881638846737481, 0.06494688922610015]",100,"[0.99, 0.01, 0.0, 0.0, 0.0]",0.1827162367223065,100,"[0.88, 0.08, 0.02, 0.02, 0.0]",0.0790288315629742,"To estimate the distribution of responses to this Pew survey item, we can make an educated guess based on general trends and public opinion. Here’s a plausible distribution:

- Option 1 (Helps a lot): 15%
- Option 2 (Helps a little): 30%
- Option 3 (Hurts a little): 20%
- Option 4 (Hurts a lot): 10%
- Option 5 (Neither helps nor hurts): 25%

Now, converting these percentages into probabilities:

-",,
RACESURV9_W43,qwen25-instruct,"[0.12557271338876633, 0.4221958255557441, 0.12591209910062787, 0.02647208552519939, 0.2998472764296623]",100,"[0.0, 0.96, 0.04, 0.0, 0.0]",0.5378041744442559,100,"[0.12, 0.55, 0.3, 0.0, 0.03]",0.301892075343628,"```json
{
  ""distribution"": [
    0.2,
    0.3,
    0.2,
    0.15,
    0.15
  ]
}
```",0.2720431019854064,
RESTRICTWHO_W45,qwen25-instruct,"[0.12199539018768521, 0.09614751399407309, 0.20217319723411262, 0.5393480408297662, 0.04033585775436286]",100,"[0.04, 0.62, 0.16, 0.18, 0.0]",0.5238524860059269,100,"[0.04, 0.39, 0.21, 0.35, 0.01]",0.3016792887718142,"```json
{
  ""distribution"": [
    0.15,
    0.25,
    0.20,
    0.25,
    0.15
  ]
}
```

This distribution is an estimate and assumes a hypothetical scenario. In reality, the Pew Research Center would provide specific data based on their survey results.",0.2915212380638788,
ROMRELDUR_W50,qwen25-instruct,"[0.12362030905077263, 0.11479028697571744, 0.16556291390728478, 0.39514348785871967, 0.20088300220750552]",100,"[0.0, 0.0, 0.0, 0.68, 0.32]",0.4039735099337748,94,"[0.06382978723404255, 0.06382978723404255, 0.0851063829787234, 0.2872340425531915, 0.5]",0.2991169977924944,"```json
{
  ""distribution"": [
    0.1,
    0.2,
    0.3,
    0.3,
    0.1
  ]
}
```",0.2196467991169978,
SMSHARE_W45,qwen25-instruct,"[0.07827230870423153, 0.2797632098224074, 0.24402543301907476, 0.03639552729664547, 0.3615435211576409]",100,"[0.65, 0.35, 0.0, 0.0, 0.0]",0.6419644814733612,100,"[0.38, 0.57, 0.05, 0.0, 0.0]",0.5919644814733611,"```json
{
  ""distribution"": [
    0.15,
    0.35,
    0.25,
    0.20,
    0.05
  ]
}
```",0.3115435211576408,
SOCIETY_JBCLL_W92,qwen25-instruct,"[0.08861508132084771, 0.24337111877772302, 0.29788072942336125, 0.29719073435189747, 0.07294233612617053]",100,"[0.0, 0.86, 0.0, 0.14, 0.0]",0.616628881222277,100,"[0.13, 0.59, 0.01, 0.21, 0.06]",0.3880137999014292,"```json
{
  ""distribution"": [
    0.1,
    0.2,
    0.4,
    0.2,
    0.1
  ]
}
```

This distribution is an estimate and reflects a scenario where:
- 10% of respondents believe it is ""Very good for society.""
- 20% believe it is ""Somewhat good for society.""
- 40% believe it is ""Neither good nor bad for society.""
- 20% believe it is ""Somewhat bad for society.""
- 10% believe it is ""Very bad for soci",0.1405618531296205,
SOCIETY_RHIST_W92,qwen25-instruct,"[0.3104910274107671, 0.2268783277460067, 0.19305856832971802, 0.15066061920725696, 0.11891145730625123]",100,"[0.03, 0.97, 0.0, 0.0, 0.0]",0.7431216722539934,100,"[0.34, 0.46, 0.01, 0.18, 0.01]",0.2919700256359693,"```json
{
  ""distribution"": [
    0.1,
    0.2,
    0.4,
    0.2,
    0.1
  ]
}
```

This distribution is an estimate and reflects a scenario where a significant portion of the population believes that increased public attention to the history of slavery and racism has a neutral impact, with smaller segments having either positive or negative views.",0.256280812463025,
SOCIETY_WHT_W92,qwen25-instruct,"[0.06305593990907293, 0.07817750543585689, 0.64657046847203, 0.12680371614943664, 0.08539237003360348]",100,"[0.0, 0.61, 0.0, 0.36, 0.03]",0.7650187784147066,100,"[0.09, 0.41, 0.11, 0.22, 0.17]",0.53657046847203,"```json
{
  ""distribution"": [
    0.05,
    0.15,
    0.4,
    0.3,
    0.1
  ]
}
```

This distribution is an estimate and reflects hypothetical probabilities. In reality, the Pew Research Center would conduct surveys to gather actual data for such estimates.",0.259626408381103,
TRACKCO1a_W49,qwen25-instruct,"[0.4138093001409112, 0.330201972757163, 0.17895725692813527, 0.04133395960544857, 0.035697510568341945]",100,"[0.71, 0.29, 0.0, 0.0, 0.0]",0.2961906998590888,100,"[0.88, 0.1, 0.02, 0.0, 0.0]",0.4661906998590888,"```json
{
  ""distribution"": [
    0.25,
    0.35,
    0.20,
    0.15,
    0.05
  ]
}
```",0.1638093001409112,
TRACKCO1b_W49,qwen25-instruct,"[0.11137218045112782, 0.19407894736842105, 0.3956766917293233, 0.19830827067669174, 0.10056390977443609]",100,"[0.03, 0.76, 0.2, 0.01, 0.0]",0.565921052631579,100,"[0.65, 0.24, 0.11, 0.0, 0.0]",0.5845488721804512,"To estimate the distribution of responses for this Pew survey item, we can make an educated guess based on typical survey results from similar questions. Here's a plausible distribution:

- Option 1: All or almost all of it (20%)
- Option 2: Most of it (30%)
- Option 3: Some of it (25%)
- Option 4: Very little of it (15%)
- Option 5: None of it (10%)

Now, let's convert these percentages into prob",0.1945488721804511,
TRACKGOV1a_W49,qwen25-instruct,"[0.22458628841607564, 0.23120567375886525, 0.31725768321513004, 0.14988179669030732, 0.07706855791962175]",100,"[0.0, 0.0, 0.98, 0.02, 0.0]",0.66274231678487,100,"[0.34, 0.05, 0.51, 0.08, 0.02]",0.3081560283687943,"```json
{
  ""distribution"": [
    0.15,
    0.30,
    0.35,
    0.15,
    0.05
  ]
}
```

This distribution is an estimate and reflects hypothetical probabilities. In reality, the Pew Research Center would conduct surveys to gather actual data for such estimates.",0.1016548463356973,
TRACKGOV1b_W49,qwen25-instruct,"[0.09764150943396227, 0.12028301886792453, 0.33160377358490567, 0.2849056603773585, 0.16556603773584905]",100,"[0.0, 0.0, 0.98, 0.02, 0.0]",0.6483962264150943,100,"[0.34, 0.02, 0.55, 0.09, 0.0]",0.460754716981132,"```json
{
  ""distribution"": [
    0.05,
    0.20,
    0.40,
    0.25,
    0.10
  ]
}
```

This distribution is an estimate and reflects a scenario where a small percentage believes the government tracks all their offline activities, a moderate percentage thinks most of it is tracked, a significant portion believes some of it is tracked, another group thinks very little is tracked, and a smaller gr",0.1481132075471698,
USMILSIZ_W92,qwen25-instruct,"[0.06100347739692002, 0.13303527074018878, 0.4299056135121709, 0.26070541480377546, 0.11535022354694485]",100,"[0.0, 0.61, 0.19, 0.2, 0.0]",0.4769647292598111,100,"[0.07, 0.24, 0.35, 0.32, 0.02]",0.1752558370591157,"Based on typical survey results and public opinion trends, here is an estimated distribution of responses:

```json
{
  ""distribution"": [0.1, 0.2, 0.4, 0.2, 0.1]
}
```

This distribution assumes that a significant portion of the population would prefer keeping the military about as is (option 3), followed by those who might want some reduction (options 1 and 2) or some increase (options 4 and 5). ",0.1059612518628912,
WORRY2a_W54,qwen25-instruct,"[0.21701566847269, 0.15287743447063992, 0.2666569043783863, 0.17835700688241324, 0.18509298579587055]",100,"[0.04, 0.01, 0.89, 0.06, 0.0]",0.6233430956216136,100,"[0.05, 0.07, 0.57, 0.27, 0.04]",0.3949860887392004,"```json
{
  ""distribution"": [0.15, 0.10, 0.30, 0.25, 0.10]
}
```

This distribution assumes that 15% of U.S. adults worry about their debt every day, 10% almost every day, 30% sometimes, 25% rarely, and 10% never worry about their debt. These percentages are hypothetical and based on typical survey results for such questions.",0.1660971998503115,
WORRY2b_W54,qwen25-instruct,"[0.100140383715489, 0.07814693495554516, 0.28731867103416003, 0.30978006551240056, 0.22461394478240523]",100,"[0.0, 0.0, 0.46, 0.45, 0.09]",0.3129012634534394,100,"[0.0, 0.04, 0.36, 0.44, 0.16]",0.2029012634534394,"```json
{
  ""distribution"": [
    0.15,
    0.10,
    0.30,
    0.25,
    0.10
  ]
}
```

This distribution is an estimate and reflects hypothetical probabilities. In reality, the Pew Research Center would conduct surveys to gather actual data for such estimates.",0.1455051214059169,
WORRY2c_W54,qwen25-instruct,"[0.20301081555100847, 0.14440222157263957, 0.2870505700087694, 0.21923414206372405, 0.14630225080385853]",100,"[0.13, 0.05, 0.3, 0.37, 0.15]",0.167413037123648,97,"[0.09278350515463918, 0.12371134020618557, 0.29896907216494845, 0.30927835051546393, 0.17525773195876287]",0.1309181917628233,"```json
{
  ""distribution"": [
    0.15,
    0.20,
    0.30,
    0.25,
    0.10
  ]
}
```

This distribution assumes that 15% of respondents worry about paying their bills every day, 20% almost every day, 30% sometimes, 25% rarely, and 10% never worry about paying their bills. These percentages are hypothetical and based on typical survey results for such questions.",0.099313066354867,
WORRY2d_W54,qwen25-instruct,"[0.19078273591806877, 0.16356986100950988, 0.378054133138259, 0.1745427944403804, 0.09305047549378201]",100,"[0.27, 0.02, 0.71, 0.0, 0.0]",0.4111631309436723,100,"[0.17, 0.25, 0.5, 0.06, 0.02]",0.2083760058522311,"Based on typical survey results from similar questions, we can estimate the distribution of responses. Here's an estimated distribution:

```json
{
  ""distribution"": [0.15, 0.10, 0.30, 0.25, 0.10]
}
```

This distribution assumes that a significant portion of the population worries about healthcare costs frequently (every day or almost every day), a substantial number worries sometimes, and a smal",0.1212956189547265,
WORRY2e_W54,qwen25-instruct,"[0.23736328702335205, 0.1854862548034289, 0.3347620455217263, 0.13331362695832102, 0.10907478569317174]",100,"[0.0, 0.03, 0.89, 0.08, 0.0]",0.5552379544782737,100,"[0.08, 0.16, 0.49, 0.22, 0.05]",0.2419243275199527,"```json
{
  ""distribution"": [0.15, 0.20, 0.35, 0.20, 0.10]
}
```

This distribution assumes that 15% of U.S. adults worry about their retirement savings every day, 20% almost every day, 35% sometimes, 20% rarely, and 10% never worry about it. These percentages are hypothetical and based on typical survey results; actual figures may vary.",0.0964380727165238,
AGEMAJ_W41,qwen3-8b,"[0.03709613083366574, 0.1364180295173514, 0.4323893099321899, 0.12046270442760271, 0.2736338252891903]",100,"[0.0, 0.15, 0.52, 0.33, 0.0]",0.310729956122856,100,"[0.01, 0.24, 0.41, 0.25, 0.09]",0.2331192660550459,"```json
{
  ""distribution"": [0.15, 0.25, 0.30, 0.15, 0.15]
}
```",0.2560231352213801,
CAREREL_W27,qwen3-8b,"[0.37827352085354027, 0.2655189136760427, 0.1316682832201746, 0.12390882638215325, 0.10063045586808923]",100,"[0.55, 0.43, 0.02, 0.0, 0.0]",0.3362075654704171,100,"[0.66, 0.29, 0.03, 0.01, 0.01]",0.3062075654704171,"{
  ""distribution"": [
    0.35,
    0.30,
    0.20,
    0.10,
    0.05
  ]
}",0.1028128031037827,
CARS4_W27,qwen3-8b,"[0.07364341085271318, 0.5985949612403101, 0.21705426356589147, 0.03972868217054264, 0.07097868217054264]",100,"[0.0, 0.97, 0.03, 0.0, 0.0]",0.3714050387596899,100,"[0.03, 0.59, 0.26, 0.06, 0.06]",0.0632170542635659,"{
  ""distribution"": [
    0.25,
    0.35,
    0.20,
    0.15,
    0.05
  ]
}",0.2866279069767442,
CLASS_W32,qwen3-8b,"[0.016113438607798906, 0.21559780857234934, 0.4795359329680954, 0.2336448598130841, 0.05510796003867225]",100,"[0.0, 0.22, 0.56, 0.21, 0.01]",0.0848662584595553,100,"[0.08, 0.13, 0.57, 0.14, 0.08]",0.1792426683854334,"{
  ""distribution"": [
    0.10,
    0.15,
    0.40,
    0.20,
    0.15
  ]
}",0.1787786013535288,
COHABDUR_W50,qwen3-8b,"[0.15601965601965603, 0.25552825552825553, 0.1941031941031941, 0.19656019656019655, 0.1977886977886978]",100,"[0.0, 0.28, 0.63, 0.08, 0.01]",0.4603685503685504,100,"[0.13, 0.18, 0.24, 0.36, 0.09]",0.2093366093366093,"{
  ""distribution"": [
    0.45,
    0.25,
    0.15,
    0.10,
    0.05
  ]
}",0.293980343980344,
COMMYRS_W32,qwen3-8b,"[0.05106451096526333, 0.20954057947814952, 0.12822154634224428, 0.20617896590363374, 0.40499439731070913]",100,"[0.0, 0.0, 0.17, 0.6, 0.23]",0.4355994877541219,100,"[0.02, 0.03, 0.22, 0.46, 0.27]",0.3455994877541219,"{
  ""distribution"": [
    0.15,
    0.20,
    0.25,
    0.25,
    0.15
  ]
}",0.2645349767888587,
EAT1_W34,qwen3-8b,"[0.018167456556082148, 0.14533965244865718, 0.30963665086887837, 0.40442338072669826, 0.12243285939968404]",100,"[0.0, 0.04, 0.2, 0.73, 0.03]",0.3255766192733017,100,"[0.03, 0.07, 0.25, 0.62, 0.03]",0.2274091627172196,"{
  ""distribution"": [
    0.15,
    0.25,
    0.20,
    0.25,
    0.15
  ]
}",0.2640600315955766,
EAT2_W34,qwen3-8b,"[0.0383399209486166, 0.308300395256917, 0.3075098814229249, 0.25612648221343876, 0.08972332015810276]",100,"[0.0, 0.0, 0.36, 0.64, 0.0]",0.4363636363636363,100,"[0.06, 0.09, 0.33, 0.51, 0.01]",0.2980237154150197,"{
  ""distribution"": [
    0.15,
    0.25,
    0.20,
    0.25,
    0.15
  ]
}",0.1719367588932806,
ECON5_a_W54,qwen3-8b,"[0.0919085312225154, 0.23995895631779537, 0.3059220170038112, 0.13910876575784228, 0.22310172969803577]",100,"[0.0, 0.07, 0.76, 0.17, 0.0]",0.4849692172383465,100,"[0.05, 0.16, 0.47, 0.16, 0.16]",0.1849692172383465,"{
  ""distribution"": [
    0.25,
    0.20,
    0.15,
    0.15,
    0.25
  ]
}",0.1958809733216065,
ECON5_b_W54,qwen3-8b,"[0.03525264394829612, 0.0572855464159812, 0.17391304347826086, 0.1627497062279671, 0.5707990599294948]",100,"[0.0, 0.09, 0.03, 0.79, 0.09]",0.6599647473560517,100,"[0.12, 0.23, 0.1, 0.48, 0.07]",0.5747121034077556,"{
  ""distribution"": [
    0.25,
    0.20,
    0.25,
    0.15,
    0.15
  ]
}",0.4335487661574618,
ECON5_c_W54,qwen3-8b,"[0.09821166813251246, 0.2102022867194371, 0.32160656698915274, 0.2887716212254471, 0.0812078569334506]",100,"[0.0, 0.0, 0.94, 0.06, 0.0]",0.6183934330108473,100,"[0.04, 0.12, 0.62, 0.12, 0.1]",0.3171855760773966,"{
  ""distribution"": [
    0.15,
    0.20,
    0.25,
    0.20,
    0.20
  ]
}",0.1705804749340369,
ECON5_d_W54,qwen3-8b,"[0.5126173708920188, 0.14231220657276994, 0.0710093896713615, 0.1613849765258216, 0.11267605633802817]",100,"[0.65, 0.28, 0.01, 0.05, 0.01]",0.2750704225352113,100,"[0.4, 0.37, 0.09, 0.12, 0.02]",0.2466784037558685,"{
  ""distribution"": [
    0.30,
    0.25,
    0.20,
    0.15,
    0.10
  ]
}",0.2366784037558685,
ECON5_e_W54,qwen3-8b,"[0.07929515418502203, 0.1844346549192364, 0.28193832599118945, 0.34948604992657856, 0.10484581497797357]",100,"[0.0, 0.01, 0.89, 0.1, 0.0]",0.6080616740088106,100,"[0.06, 0.13, 0.45, 0.25, 0.11]",0.173215859030837,"{
  ""distribution"": [
    0.20,
    0.25,
    0.20,
    0.15,
    0.20
  ]
}",0.281424375917768,
ECON5_f_W54,qwen3-8b,"[0.10771041789287816, 0.1739258387286639, 0.31047675103001765, 0.3101824602707475, 0.09770453207769277]",100,"[0.0, 0.0, 0.93, 0.07, 0.0]",0.6195232489699823,100,"[0.04, 0.14, 0.59, 0.17, 0.06]",0.2795232489699822,"{
  ""distribution"": [
    0.15,
    0.20,
    0.25,
    0.20,
    0.20
  ]
}",0.1706592113007651,
ECON5_g_W54,qwen3-8b,"[0.23095097460129946, 0.24867099822799762, 0.17365623154164206, 0.06467808623744832, 0.2820437093916125]",100,"[0.0, 0.2, 0.71, 0.09, 0.0]",0.5616656822209095,100,"[0.05, 0.27, 0.42, 0.12, 0.14]",0.322994683992912,"{
  ""distribution"": [
    0.25,
    0.20,
    0.15,
    0.15,
    0.25
  ]
}",0.1043709391612522,
ECON5_h_W54,qwen3-8b,"[0.13488783943329397, 0.1537780401416765, 0.23878394332939787, 0.2792207792207792, 0.19332939787485243]",100,"[0.0, 0.0, 0.43, 0.57, 0.0]",0.4819952774498229,100,"[0.02, 0.05, 0.5, 0.38, 0.05]",0.3619952774498229,"{
  ""distribution"": [
    0.15,
    0.20,
    0.25,
    0.20,
    0.20
  ]
}",0.0792207792207792,
ECON5_i_W54,qwen3-8b,"[0.13926670609107036, 0.1605558840922531, 0.2563571850975754, 0.2430514488468362, 0.20076877587226494]",100,"[0.0, 0.0, 0.74, 0.26, 0.0]",0.5005913660555885,100,"[0.03, 0.09, 0.54, 0.31, 0.03]",0.3505913660555884,"{
  ""distribution"": [
    0.15,
    0.20,
    0.25,
    0.20,
    0.20
  ]
}",0.0501774098166765,
ECON5_j_W54,qwen3-8b,"[0.08644516318729785, 0.14113496030579242, 0.30755660099970594, 0.32549250220523374, 0.13937077330197]",100,"[0.0, 0.0, 0.41, 0.59, 0.0]",0.3669508967950602,100,"[0.01, 0.1, 0.44, 0.44, 0.01]",0.2469508967950603,"{
  ""distribution"": [
    0.15,
    0.20,
    0.25,
    0.20,
    0.20
  ]
}",0.1830491032049397,
ECON5_k_W54,qwen3-8b,"[0.18672566371681415, 0.3386430678466077, 0.21622418879056046, 0.0808259587020649, 0.1775811209439528]",100,"[0.18, 0.46, 0.34, 0.02, 0.0]",0.2451327433628318,100,"[0.22, 0.37, 0.22, 0.12, 0.07]",0.1075811209439528,"{
  ""distribution"": [
    0.25,
    0.20,
    0.15,
    0.15,
    0.25
  ]
}",0.2048672566371681,
ETHNCMAJMOD_W41,qwen3-8b,"[0.07188498402555911, 0.15215654952076677, 0.4221246006389776, 0.17492012779552715, 0.17891373801916932]",100,"[0.0, 0.0, 0.07, 0.36, 0.57]",0.5761661341853035,100,"[0.07, 0.15, 0.21, 0.35, 0.22]",0.2161661341853035,"{
  ""distribution"": [
    0.15,
    0.20,
    0.25,
    0.20,
    0.20
  ]
}",0.1721246006389776,
FAMNEAR_W32,qwen3-8b,"[0.3331285831285831, 0.3441850941850942, 0.3104013104013104, 0.0, 0.012285012285012284]",100,"[0.01, 0.98, 0.01, 0.0, 0.0]",0.6358149058149057,100,"[0.17, 0.61, 0.13, 0.03, 0.06]",0.3435298935298935,"{
  ""distribution"": [0.25, 0.30, 0.20, 0.15, 0.10]
}",0.2377149877149877,
FAMSURV17_W50,qwen3-8b,"[0.5877652606759235, 0.1089861147498035, 0.07990568509300498, 0.11029604401362327, 0.11304689546764475]",100,"[0.51, 0.07, 0.14, 0.22, 0.06]",0.1697982708933717,100,"[0.46, 0.14, 0.1, 0.21, 0.09]",0.1508121561435682,"{
  ""distribution"": [
    0.30,
    0.25,
    0.15,
    0.18,
    0.12
  ]
}",0.2877652606759234,
GAP21Q15_a_W82,qwen3-8b,"[0.06581494386372436, 0.23693379790940766, 0.2981029810298103, 0.32713898567557104, 0.07200929152148665]",100,"[0.0, 0.0, 0.0, 0.04, 0.96]",0.8879907084785135,100,"[0.01, 0.05, 0.05, 0.43, 0.46]",0.4908517228029423,"{
  ""distribution"": [0.15, 0.25, 0.30, 0.20, 0.10]
}",0.127138985675571,
GAP21Q15_b_W82,qwen3-8b,"[0.15027110766847404, 0.36212238574748257, 0.33501161890007747, 0.12742060418280401, 0.02517428350116189]",100,"[0.16, 0.4, 0.22, 0.22, 0.0]",0.1401859024012394,100,"[0.06, 0.27, 0.13, 0.5, 0.04]",0.3874051123160341,"{
  ""distribution"": [0.25, 0.25, 0.20, 0.15, 0.15]
}",0.24713400464756,
GAP21Q15_c_W82,qwen3-8b,"[0.12374323279195669, 0.41105955143078116, 0.3066511987625677, 0.14153132250580047, 0.017014694508894045]",100,"[0.0, 0.01, 0.81, 0.18, 0.0]",0.5418174787316319,100,"[0.01, 0.12, 0.39, 0.48, 0.0]",0.4218174787316319,"{
  ""distribution"": [0.25, 0.25, 0.20, 0.15, 0.15]
}",0.2677107501933488,
GAP21Q15_d_W82,qwen3-8b,"[0.45843045843045843, 0.36363636363636365, 0.1522921522921523, 0.021756021756021756, 0.003885003885003885]",100,"[0.93, 0.06, 0.0, 0.01, 0.0]",0.4715695415695416,100,"[0.37, 0.34, 0.06, 0.22, 0.01]",0.2043589743589743,"{
  ""distribution"": [0.25, 0.25, 0.20, 0.15, 0.15]
}",0.3220668220668221,
GAP21Q15_e_W82,qwen3-8b,"[0.168343653250774, 0.5, 0.27321981424148606, 0.053405572755417956, 0.005030959752321981]",100,"[0.7, 0.24, 0.04, 0.02, 0.0]",0.5316563467492259,100,"[0.27, 0.39, 0.05, 0.28, 0.01]",0.333219814241486,"{
  ""distribution"": [0.25, 0.25, 0.20, 0.15, 0.15]
}",0.323219814241486,
GAP21Q15_f_W82,qwen3-8b,"[0.3009331259720062, 0.3973561430793157, 0.23522550544323484, 0.04354587869362364, 0.022939346811819597]",100,"[0.13, 0.58, 0.29, 0.0, 0.0]",0.2374183514774494,100,"[0.18, 0.24, 0.14, 0.41, 0.03]",0.3735147744945568,"{
  ""distribution"": [0.25, 0.25, 0.20, 0.15, 0.15]
}",0.2335147744945567,
IMPREASONGUN_W26,qwen3-8b,"[0.5009416195856874, 0.263653483992467, 0.14500941619585686, 0.04519774011299435, 0.04519774011299435]",100,"[0.87, 0.11, 0.02, 0.0, 0.0]",0.3690583804143126,100,"[0.66, 0.09, 0.05, 0.09, 0.11]",0.2686629001883239,"{
  ""distribution"": [
    0.45,
    0.20,
    0.15,
    0.10,
    0.10
  ]
}",0.1145951035781544,
INDUSTRY_W27,qwen3-8b,"[0.1035958904109589, 0.2568493150684932, 0.19006849315068494, 0.12756849315068494, 0.3219178082191781]",100,"[0.07, 0.05, 0.34, 0.1, 0.44]",0.268013698630137,100,"[0.18, 0.21, 0.29, 0.2, 0.12]",0.2487671232876712,"{
  ""distribution"": [
    0.18,
    0.16,
    0.15,
    0.17,
    0.24
  ]
}",0.157724505327245,
INTRMAR_W41,qwen3-8b,"[0.03588516746411483, 0.0773524720893142, 0.3975279106858054, 0.19497607655502391, 0.2942583732057416]",100,"[0.0, 0.0, 0.19, 0.48, 0.33]",0.3207655502392344,100,"[0.08, 0.03, 0.24, 0.43, 0.22]",0.2791387559808612,"{
  ""distribution"": [
    0.15,
    0.18,
    0.25,
    0.22,
    0.20
  ]
}",0.241786283891547,
LEGALIMMIGAMT_W92,qwen3-8b,"[0.12687312687312688, 0.12517482517482517, 0.44755244755244755, 0.189010989010989, 0.11138861138861139]",100,"[0.0, 0.02, 0.34, 0.6, 0.04]",0.4109890109890109,100,"[0.12, 0.13, 0.31, 0.35, 0.09]",0.1658141858141858,"```json
{
  ""distribution"": [0.15, 0.15, 0.35, 0.20, 0.15]
}
```",0.0975524475524475,
MADEUPSMCLICK_W45,qwen3-8b,"[0.049187527448397016, 0.26570048309178745, 0.3708827404479578, 0.22112428634167763, 0.09310496267018006]",100,"[0.0, 0.28, 0.72, 0.0, 0.0]",0.3634167764602547,100,"[0.06, 0.36, 0.42, 0.1, 0.06]",0.1542292490118577,"{
  ""distribution"": [0.15, 0.30, 0.25, 0.15, 0.15]
}",0.1920070267896354,
MARRDUR_W50,qwen3-8b,"[0.053864168618266976, 0.10577673692427791, 0.11982825917252146, 0.25604996096799376, 0.4644808743169399]",100,"[0.0, 0.0, 0.25, 0.68, 0.07]",0.5541217798594849,100,"[0.11, 0.06, 0.14, 0.36, 0.33]",0.1802576112412178,"```json
{
  ""distribution"": [
    0.15,
    0.20,
    0.25,
    0.20,
    0.20
  ]
}
```",0.3205308352849336,
NEIGHINTERA_W32,qwen3-8b,"[0.0592899621553433, 0.22454496305640656, 0.2760857812218418, 0.22868985402775274, 0.2113894395386556]",100,"[0.0, 0.0, 0.08, 0.88, 0.04]",0.6513101459722472,100,"[0.01, 0.06, 0.31, 0.47, 0.15]",0.2752243647504054,"{
  ""distribution"": [
    0.05,
    0.15,
    0.25,
    0.30,
    0.25
  ]
}",0.1099207064335916,
NEIGHINTERB_W32,qwen3-8b,"[0.031287970838396115, 0.11786148238153099, 0.1743620899149453, 0.1852976913730255, 0.49119076549210205]",100,"[0.0, 0.0, 0.19, 0.78, 0.03]",0.6103402187120291,100,"[0.05, 0.08, 0.32, 0.38, 0.17]",0.359052247873633,"{
  ""distribution"": [
    0.15,
    0.25,
    0.20,
    0.20,
    0.20
  ]
}",0.2911907654921021,
NEIGHINTERC_W32,qwen3-8b,"[0.03961703532518983, 0.15516672169032683, 0.1868603499504787, 0.20964014526246286, 0.40871574777154174]",100,"[0.0, 0.0, 0.09, 0.85, 0.06]",0.6403598547375371,100,"[0.01, 0.07, 0.3, 0.4, 0.22]",0.3034995047870584,"{
  ""distribution"": [
    0.10,
    0.20,
    0.25,
    0.25,
    0.20
  ]
}",0.2087157477715417,
NEIGHINTERD_W32,qwen3-8b,"[0.007345225603357817, 0.026232948583420776, 0.07904861839804127, 0.18607904861839805, 0.7012941587967821]",100,"[0.0, 0.0, 0.01, 0.97, 0.02]",0.7839209513816019,100,"[0.01, 0.0, 0.24, 0.59, 0.16]",0.5675271073802028,"{
  ""distribution"": [
    0.02,
    0.05,
    0.15,
    0.30,
    0.48
  ]
}",0.2212941587967821,
NEIGHSAMEA_W32,qwen3-8b,"[0.18164251207729468, 0.46618357487922707, 0.1497584541062802, 0.15475040257648953, 0.04766505636070854]",100,"[0.0, 0.18, 0.54, 0.28, 0.0]",0.5154911433172303,100,"[0.01, 0.13, 0.23, 0.61, 0.02]",0.5354911433172304,"{
  ""distribution"": [0.05, 0.20, 0.30, 0.30, 0.15]
}",0.3978260869565218,
